"","screen_name","text","After"
"782","jwolfe73","I'm reminded of that part from Death to 2020 ""... I’d watched literally all of Netflix during the first lockdown. But then I got into this show called America, which was amazing. Have you seen it? It’s on the news channel. It’s totally mental. Just one twist after another."" https://t.co/SItd165qiV","I'm reminded of that part from Death to 2020 ""... I’d watched literally all of Netflix during the first lockdown. But then I got into this show called America, which was amazing. Have you seen it? It’s on the news channel. It’s totally mental. Just one twist after another."" "
"783","WGXAnews","UPDATE: Monroe County deputies believe the suspect stole an SUV around 8:00 a.m. and are calling off the ""on foot"" search. They also do not believe he is from ""America's Most Wanted"" and the initial call could have been made by a ""disgruntled girlfriend"".
https://t.co/PNoORPLI21","UPDATE: Monroe County deputies believe the suspect stole an SUV around 8:00 a.m. and are calling off the ""on foot"" search. They also do not believe he is from ""America's Most Wanted"" and the initial call could have been made by a ""disgruntled girlfriend"".
"
"784","JonathanOffic18","@piersmorgan on another note Piers, lockdown has derailed many including me.  I lost my mum but wrote this for her at her request.I'm in the semi finals in a contest in America and need a public vote/share..I'm helping the NHS in my current role and hope people can relate.","@piersmorgan on another note Piers, lockdown has derailed many including me.  I lost my mum but wrote this for her at her request.I'm in the semi finals in a contest in America and need a public vote/share..I'm helping the NHS in my current role and hope people can relate."
"785","HPCthisisme","Like so many, I have struggled with this lockdown, particularly in the last week or so. Watching #Inauguration coverage on @CNN today has been wonderful, extremely uplifting. Long time since so much joy, hope and optimism has been seen not just in America, but worldwide <U+0001F970><U+2764><U+FE0F><U+0001F64C>","Like so many, I have struggled with this lockdown, particularly in the last week or so. Watching #Inauguration coverage on @CNN today has been wonderful, extremely uplifting. Long time since so much joy, hope and optimism has been seen not just in America, but worldwide <U+0001F970><U+2764><U+FE0F><U+0001F64C>"
"786","ChicharronaDos","@stevewa57312435 @chant_ian @jkalbrechtsen @australian South America, Canada, Phillipines all shut down at a moment’s notice. My state went into lockdown for 3 months and internal flights were cancelled. Makes it impossible.","@stevewa57312435 @chant_ian @jkalbrechtsen @australian South America, Canada, Phillipines all shut down at a moment’s notice. My state went into lockdown for 3 months and internal flights were cancelled. Makes it impossible."
"787","cine31","Well, he's gone now... TRUMP @Teepublic Masks, T-Shirts, etc 

https://t.co/GARjKH8s43 

#trump #trumpisaloser #loser #president #usa #america #biden #trump2020  #dumptrump #maga #tshirt #mask #facemask #covid19 #corona #socialdistancing #lockdown #quarantine #stayhome https://t.co/1B38uIl5a5","Well, he's gone now... TRUMP @Teepublic Masks, T-Shirts, etc 

 

#trump #trumpisaloser #loser #president #usa #america #biden #trump2020  #dumptrump #maga #tshirt #mask #facemask #covid19 #corona #socialdistancing #lockdown #quarantine #stayhome "
"788","cine31","TRUMP LOSER @Teepublic Masks, T-Shirts, etc 

https://t.co/GARjKH8s43 

#trump #trumpisaloser #loser #president #usa #america #biden #trump2020  #dumptrump #maga #tshirt #mask #facemask #covid19 #corona #socialdistancing #lockdown #quarantine #stayhome https://t.co/dJyAeA12dk","TRUMP LOSER @Teepublic Masks, T-Shirts, etc 

 

#trump #trumpisaloser #loser #president #usa #america #biden #trump2020  #dumptrump #maga #tshirt #mask #facemask #covid19 #corona #socialdistancing #lockdown #quarantine #stayhome "
"789","joeyyyjojo","@texashot2ie @NBCNews Geez if we have to wear them in Melbourne Australia when the lockdown of up to 700cases down to 0 a day has been and gone and there's only the occasional 1-5 cases pop up, America should definately have to wear masks..<U+0001F914><U+0001F644>  
Masks slow down the spread of it <U+0001F937>","@texashot2ie @NBCNews Geez if we have to wear them in Melbourne Australia when the lockdown of up to 700cases down to 0 a day has been and gone and there's only the occasional 1-5 cases pop up, America should definately have to wear masks..<U+0001F914><U+0001F644>  
Masks slow down the spread of it <U+0001F937>"
"790","GwilliamIan","@DJohnsonNCC1031 The idea of the first season was because of the lock down they would rehearse their new play over zoom so they were ready to go when lockdown lifted. They play exaggerated versions of themselves. The second season is the fallout from the show being picked up in America but 1/","@DJohnsonNCC1031 The idea of the first season was because of the lock down they would rehearse their new play over zoom so they were ready to go when lockdown lifted. They play exaggerated versions of themselves. The second season is the fallout from the show being picked up in America but 1/"
"791","bottevaarder","@WhiteHouse you Americans are soooooooo f*cked right now. serious. You all going to be wearing that facemask and face a permanent lockdown and other restrictions on your freedom and rights...for a loooooooooooooooooooooong time. America is going to be corrupt more then ever! Its over..","@WhiteHouse you Americans are soooooooo f*cked right now. serious. You all going to be wearing that facemask and face a permanent lockdown and other restrictions on your freedom and rights...for a loooooooooooooooooooooong time. America is going to be corrupt more then ever! Its over.."
"792","Foxfieldguy","Not until republicans are held accountable for their crimes against America. https://t.co/hkfolr3LLx","Not until republicans are held accountable for their crimes against America. "
"793","O17A03","Wonder if Biden will put America into lockdown","Wonder if Biden will put America into lockdown"
"794","Gillyshots98","Whole of America about to be in national lockdown next week like UK","Whole of America about to be in national lockdown next week like UK"
"795","Hells_Bells_65","@TheRickyDavila I hope my mum was able to watch. We're under lockdown again in the UK so can't meet up. I know she has a crush on Pres. Obama. She says he is such a gentleman. 
I thought they both looked wonderful. Michelle looked regal in her outfit. 
I cried the whole time.
God Bless America.","@TheRickyDavila I hope my mum was able to watch. We're under lockdown again in the UK so can't meet up. I know she has a crush on Pres. Obama. She says he is such a gentleman. 
I thought they both looked wonderful. Michelle looked regal in her outfit. 
I cried the whole time.
God Bless America."
"796","actualham","Submitted #2: ""Do you think there is any connection between this kind of surveillant software and some of the conversations about policing and race going on in America right now?"" #LockDown","Submitted #2: ""Do you think there is any connection between this kind of surveillant software and some of the conversations about policing and race going on in America right now?"" #LockDown"
"797","bill_lowrey","@BrianAndrews78 @talkRADIO @mrmarkdolan We are on lockdown and America’s politics is the biggest soap about these days","@BrianAndrews78 @talkRADIO @mrmarkdolan We are on lockdown and America’s politics is the biggest soap about these days"
"798","_ikalil","i really hope joe puts america on lockdown for a few months tho.","i really hope joe puts america on lockdown for a few months tho."
"799","londonrocktours","Special Lockdown Listening LP List (No. 8). Could anything me more appropriate than 'The United States of America' . 'The Cost of Admission is Your Mind ...' . Tune in, Turn on and Drop out!
https://t.co/QaO9tzlrOn","Special Lockdown Listening LP List (No. 8). Could anything me more appropriate than 'The United States of America' . 'The Cost of Admission is Your Mind ...' . Tune in, Turn on and Drop out!
"
"800","JonesMurphy","Last July, she led a press conference in front of the Supreme Court in which she and other members of America's Frontline Doctors touted the benefits of hydroxychloroquine and criticized lockdown restrictions.  https://t.co/hyZ2agd2xm","Last July, she led a press conference in front of the Supreme Court in which she and other members of America's Frontline Doctors touted the benefits of hydroxychloroquine and criticized lockdown restrictions.  "
"801","Johanna_Ann","My beloved city of birth is still under lockdown BECAUSE OF THE LAST GUY.

Jesus America.","My beloved city of birth is still under lockdown BECAUSE OF THE LAST GUY.

Jesus America."
"802","LukeBills","@AndyFull1998 @ladbible Fair but I’m sure most of America still is or has been on a lockdown over Christmas","@AndyFull1998 @ladbible Fair but I’m sure most of America still is or has been on a lockdown over Christmas"
"803","hyoeyy","is america in lockdown","is america in lockdown"
"804","MVR1995","Please watch and review
Dushyant's Suicide https://t.co/jrq4JJ75uY 
@suicidebereaved @OFFICIALSTIG 
#InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID","Please watch and review
Dushyant's Suicide  
@suicidebereaved @OFFICIALSTIG 
#InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID"
"805","MVR1995","Please watch 
One and a Half Knot https://t.co/Gv2dzO2S30 
@indianladiesuk @indiansinlondon #InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID #film","Please watch 
One and a Half Knot  
@indianladiesuk @indiansinlondon #InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID #film"
"806","MVR1995","Please Watch and Review
Tapish https://t.co/E3NBt32tme 
@NSVRC @Harassment_Law @SEXUALHARASMENT 
#InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID","Please Watch and Review
Tapish  
@NSVRC @Harassment_Law @SEXUALHARASMENT 
#InaugurationDay #BidenHarrisInauguration #UnitedStates 
#America #Capitol #NewDayInAmerica #NewYork 
#PrimeVideo #AmazonPrime #Bollywood #Michelle 
#AmandaGorman #lockdown #COVID"
"807","LaurenJ77","Right! Time for a Marvel film! I’ve been working my way through them these lockdown evenings...seen the first Iron Man, Thor and Captain America and Avengers Assemble....which one next??? Iron Man 2?","Right! Time for a Marvel film! I’ve been working my way through them these lockdown evenings...seen the first Iron Man, Thor and Captain America and Avengers Assemble....which one next??? Iron Man 2?"
"808","Scotty_Lockdown","@MollyJongFast @mehdirhasan The World dodged a ver big bullet. Please, please America: do better","@MollyJongFast @mehdirhasan The World dodged a ver big bullet. Please, please America: do better"
"809","mattburn44","With America now not being quite as much of a cluster fuck what are we going to do for entertainment during lockdown?? #TrumpsLastDay","With America now not being quite as much of a cluster fuck what are we going to do for entertainment during lockdown?? #TrumpsLastDay"
"810","wer4thepeople","America needs to lockdown like every other country from #COVID19 

400,000 deaths surpasses the Spanish Flu of 1918

#EnoughIsEnough","America needs to lockdown like every other country from #COVID19 

400,000 deaths surpasses the Spanish Flu of 1918

#EnoughIsEnough"
"811","skelesarah","honestly, america going into an actual, nationally-enforced lockdown is exactly what i want if it means things can get better as soon as possible but i don't think he'll do it","honestly, america going into an actual, nationally-enforced lockdown is exactly what i want if it means things can get better as soon as possible but i don't think he'll do it"
"812","GrardHAYES2","@echolivecork Hope he or any other govt person will not jet off to America for St.Patrick's Day.
If the people are in lockdown,,so should the govt.","@echolivecork Hope he or any other govt person will not jet off to America for St.Patrick's Day.
If the people are in lockdown,,so should the govt."
"813","soapfromthebox","#corrie actress and all round super star @Cath_Tyldesley speaks life on and off set on the <U+0001D5E7><U+0001D5E9> <U+0001D5E3><U+0001D5E2><U+0001D5D7><U+0001D5D6><U+0001D5D4><U+0001D5E6><U+0001D5E7> #soapfromthebox  <U+2063>
<U+2063>
<U+0001D5DF><U+0001D5DC><U+0001D5E6><U+0001D5E7><U+0001D5D8><U+0001D5E1> <U+0001D5E1><U+0001D5E2><U+0001D5EA> and to 2<U+FE0F><U+20E3>2<U+FE0F><U+20E3> stars <U+0001D5D9><U+0001D5E2><U+0001D5E5> <U+0001D5D9><U+0001D5E5><U+0001D5D8><U+0001D5D8><U+2063>
<U+2B07><U+FE0F><U+2B07><U+FE0F>
https://t.co/NIs2mKwdA3<U+2063>
<U+2063>
#lockdown #america #trump #inauguration2021 #eastenders https://t.co/nCFuCiDig3","#corrie actress and all round super star @Cath_Tyldesley speaks life on and off set on the <U+0001D5E7><U+0001D5E9> <U+0001D5E3><U+0001D5E2><U+0001D5D7><U+0001D5D6><U+0001D5D4><U+0001D5E6><U+0001D5E7> #soapfromthebox  <U+2063>
<U+2063>
<U+0001D5DF><U+0001D5DC><U+0001D5E6><U+0001D5E7><U+0001D5D8><U+0001D5E1> <U+0001D5E1><U+0001D5E2><U+0001D5EA> and to 2<U+FE0F><U+20E3>2<U+FE0F><U+20E3> stars <U+0001D5D9><U+0001D5E2><U+0001D5E5> <U+0001D5D9><U+0001D5E5><U+0001D5D8><U+0001D5D8><U+2063>
<U+2B07><U+FE0F><U+2B07><U+FE0F>

<U+2063>
#lockdown #america #trump #inauguration2021 #eastenders "
"814","Ebeebee71","Hold on, we all happy coz of America BUT HOW THE HELL DID NEARLY 2,00 people die in last 24hrs !! 
If folks don’t start staying in more we are going to be in Lockdown all this year. 
Please take care folks.x","Hold on, we all happy coz of America BUT HOW THE HELL DID NEARLY 2,00 people die in last 24hrs !! 
If folks don’t start staying in more we are going to be in Lockdown all this year. 
Please take care folks.x"
"815","glitchmelon1","@greiner_matthew @MarySunshine426 @Jack_Septic_Eye America would of been wiped out without a lockdown lol","@greiner_matthew @MarySunshine426 @Jack_Septic_Eye America would of been wiped out without a lockdown lol"
"816","yeahhhb_","so when america going on lockdown ?","so when america going on lockdown ?"
"817","dcnnapavlsen","okay so america national lockdown when?","okay so america national lockdown when?"
"818","DoyleHargraves0","#BigDaddyJoeAndSweetMamaKamala
Get them taxes up. Give out that FWEE MONEY! Get them gas prices up. Forgive them LibArts degree loans. Kill the middle class. Kill the economy. Lockdown America!
#FuckBiden
#FuckKamala
#DonaldTrump","#BigDaddyJoeAndSweetMamaKamala
Get them taxes up. Give out that FWEE MONEY! Get them gas prices up. Forgive them LibArts degree loans. Kill the middle class. Kill the economy. Lockdown America!
#FuckBiden
#FuckKamala
#DonaldTrump"
"819","putthetellyon","Gosh we’ve been in lockdown so long now, America have even got a new President! #lockdown2021 #badlockdownjokes https://t.co/2JxDEb7x9k","Gosh we’ve been in lockdown so long now, America have even got a new President! #lockdown2021 #badlockdownjokes "
"820","thechateaufox","@acaseofthegolf1 This fox is astonished that @chateauxwindy is so flagrantly disregarding lockdown regulations to inflict his wafting on the good people of America. #flagrantstuart #astonishedfox","@acaseofthegolf1 This fox is astonished that @chateauxwindy is so flagrantly disregarding lockdown regulations to inflict his wafting on the good people of America. #flagrantstuart #astonishedfox"
"821","katedolapo","America now that Biden is president lockdown is coming your way fast fast <U+0001F4A8>","America now that Biden is president lockdown is coming your way fast fast <U+0001F4A8>"
"822","LizStewartComic","Even with covid and the lockdown, this inauguration still had more people than the last one. America is back, baby! #InaugurationDay","Even with covid and the lockdown, this inauguration still had more people than the last one. America is back, baby! #InaugurationDay"
"823","slake_trade","worried with trading in the coming months. i expect a sharp decline in several industries especially in property and with a national lockdown incoming its not going to look good. sad day today, america weeps. #InaugurationDay #TrumpsLastDay","worried with trading in the coming months. i expect a sharp decline in several industries especially in property and with a national lockdown incoming its not going to look good. sad day today, america weeps. #InaugurationDay #TrumpsLastDay"
"824","unSENSEcered","So when is Joe putting them on lockdown? I needa know so I can plan travel dates around when America get’s it’s act together lmao","So when is Joe putting them on lockdown? I needa know so I can plan travel dates around when America get’s it’s act together lmao"
"825","HookeyGolfer","Brexit delivered

Trumps our by theft

Twitter controlling free speech

Think it’s time for a new hobby

Maybe exposing MPs that cheat the system

Maybe buy a rope because today is not a good day 

No business, lockdown, America taken over by the left

Fuck Biden!","Brexit delivered

Trumps our by theft

Twitter controlling free speech

Think it’s time for a new hobby

Maybe exposing MPs that cheat the system

Maybe buy a rope because today is not a good day 

No business, lockdown, America taken over by the left

Fuck Biden!"
"826","stephanishelton","An inauguration of hope and challenges to America:             Biden sworn in as president, calls on Americans to 'end this uncivil war' of political division https://t.co/mlqv2nxvVZ","An inauguration of hope and challenges to America:             Biden sworn in as president, calls on Americans to 'end this uncivil war' of political division "
"827","greiner_matthew","@AyeLmao560 @theninjadude10 @its_menieb @charlieINTEL Wait for him to put us into a 100 day lockdown? He already hinted at this during the election. He going to demolish our economy even worse than it is after Covid. In a perfect world he would be a great president but America is so messed up right now and he’s gonna make it worse","@AyeLmao560 @theninjadude10 @its_menieb @charlieINTEL Wait for him to put us into a 100 day lockdown? He already hinted at this during the election. He going to demolish our economy even worse than it is after Covid. In a perfect world he would be a great president but America is so messed up right now and he’s gonna make it worse"
"828","outthepetty","Streets saying biden is putting america on lockdown https://t.co/UORpscfNaF","Streets saying biden is putting america on lockdown "
"829","renkilpatrick96","I take it America aren’t in a lockdown?","I take it America aren’t in a lockdown?"
"830","kenzi_nd","It’s funny these trump supporters are saying “pray for America” y’all should’ve been praying when that orange cheeto didn’t want a lockdown now were at 400,000 deaths of COVID-19. At least we got a president who gives a FUCK","It’s funny these trump supporters are saying “pray for America” y’all should’ve been praying when that orange cheeto didn’t want a lockdown now were at 400,000 deaths of COVID-19. At least we got a president who gives a FUCK"
"831","tylergriffiths0","@DDagamesfangirl Now I can visit America again when the lockdown is over","@DDagamesfangirl Now I can visit America again when the lockdown is over"
"832","Tox2K21","We are in a 3rd lockdown with no end date in sight

Meanwhile

America are having a whole inauguration with people present

Imagine doing worst than a Trump administration smh","We are in a 3rd lockdown with no end date in sight

Meanwhile

America are having a whole inauguration with people present

Imagine doing worst than a Trump administration smh"
"833","xo_zari","“Lockdown effective today in America”<U+0001F923>","“Lockdown effective today in America”<U+0001F923>"
"834","RabbleChorus","At last. The vile self-glorifying bully and his awful progeny are gone. Congratulations America! We had a little lockdown celebration with you here in the UK. Good luck Biden &amp; Harris, please fight hard for the environment &amp; equality x 
#Trumpsgone #Potus #inaugurationday https://t.co/UUpiLCRtQv","At last. The vile self-glorifying bully and his awful progeny are gone. Congratulations America! We had a little lockdown celebration with you here in the UK. Good luck Biden &amp; Harris, please fight hard for the environment &amp; equality x 
#Trumpsgone #Potus #inaugurationday "
"835","highafbizzle","america going into a lockdown for sure lmao finally","america going into a lockdown for sure lmao finally"
"836","GbemmyG","America will probably go into lockdown now","America will probably go into lockdown now"
"837","Brian_James89","@Evsthetractor @1GarethWynJones @JoannaBlythman @ArlaFoodsUK To be fair, from what I've seen and know of farming un the UK the standards and practices are generally great. I have good friends that are farmers &amp; when not in lockdown we get our milk direct from farms. But it's amazing how damaging the food sector in places like America are","@Evsthetractor @1GarethWynJones @JoannaBlythman @ArlaFoodsUK To be fair, from what I've seen and know of farming un the UK the standards and practices are generally great. I have good friends that are farmers &amp; when not in lockdown we get our milk direct from farms. But it's amazing how damaging the food sector in places like America are"
"838","sammysams31","We're still up in Australia to watch Biden's inauguration, don't fuck this up America! He's the President... full stop. 

*pretends to pray silently but really thinks lockdown, lockdown, lockdown* 

Now lock down you silly goose! 

<U+2764><U+FE0F><U+0001FA83><U+0001F998> https://t.co/I9FKJaBxY9","We're still up in Australia to watch Biden's inauguration, don't fuck this up America! He's the President... full stop. 

*pretends to pray silently but really thinks lockdown, lockdown, lockdown* 

Now lock down you silly goose! 

<U+2764><U+FE0F><U+0001FA83><U+0001F998> "
"839","ThomasK56532844","@cree878 @RedDwarfGirl @NicolaSturgeon You might have noticed that there is an ongoing pandemic and because of Trump and his mob the Nations Capitol is on lockdown. Grow up and stop crying, it's time for America to have a mature leader and that was never Trump.","@cree878 @RedDwarfGirl @NicolaSturgeon You might have noticed that there is an ongoing pandemic and because of Trump and his mob the Nations Capitol is on lockdown. Grow up and stop crying, it's time for America to have a mature leader and that was never Trump."
"840","JesseHazell10","@souptxt If Mexico ain’t in a lockdown, is allowing international travel through its borders, planes are still flying, and you need a break from a crumbling America...fuck it take a vaca","@souptxt If Mexico ain’t in a lockdown, is allowing international travel through its borders, planes are still flying, and you need a break from a crumbling America...fuck it take a vaca"
"841","TruthSeekerIAm1","Laurel Tevolitz
The 19th President of the Republic of the United States for AMERICA begins March 4th.
Now the bankrupt 1871 Owl Crown Fed Foreign Corp gets their lockdown. Nothing is lawful to anything outside DC. It's a collapsed Vatican corp.
#GodIsGood 
https://t.co/HXwl4HQdZn","Laurel Tevolitz
The 19th President of the Republic of the United States for AMERICA begins March 4th.
Now the bankrupt 1871 Owl Crown Fed Foreign Corp gets their lockdown. Nothing is lawful to anything outside DC. It's a collapsed Vatican corp.
#GodIsGood 
"
"842","KateKennedy66","@JoeBiden Mr President, America needs you. I am in tears here, stuck in lockdown in Scotland and I have waited 4 years for this. Our world is safer. Our world.","@JoeBiden Mr President, America needs you. I am in tears here, stuck in lockdown in Scotland and I have waited 4 years for this. Our world is safer. Our world."
"843","Mickee69947738","@BidenInaugural what a sigh of relief.  From the hole of the democratic world. Good luck vice president, and president elect. You deserve the positions you now hold . Me and my little canine companion taffy, are whooping it up under lockdown in London.  Party america  party  ! .","@BidenInaugural what a sigh of relief.  From the hole of the democratic world. Good luck vice president, and president elect. You deserve the positions you now hold . Me and my little canine companion taffy, are whooping it up under lockdown in London.  Party america  party  ! ."
"844","BrightLilyYT","I'm happy for America that they will finally not have so many covid cases (hopefully they have a lockdown anyway)","I'm happy for America that they will finally not have so many covid cases (hopefully they have a lockdown anyway)"
"845","admall","How did you pass the time during your 2020 lockdown? If you’re like many Americans, you probably watched A LOT of TV. However, with more newly found free time than ever, America’s TV viewing habits changed a bit last year.
https://t.co/2vN4XkYOcm
#TV #ads #advertising #COVID19","How did you pass the time during your 2020 lockdown? If you’re like many Americans, you probably watched A LOT of TV. However, with more newly found free time than ever, America’s TV viewing habits changed a bit last year.

#TV #ads #advertising #COVID19"
"846","evamanis8","Block all Biden orders cause all@his orders only benefit Vatican <U+0001F1FB><U+0001F1E6> and he wil move all America money to Vatican bank . Yes We will go for another 4 years lockdown @federalreserve","Block all Biden orders cause all@his orders only benefit Vatican <U+0001F1FB><U+0001F1E6> and he wil move all America money to Vatican bank . Yes We will go for another 4 years lockdown @federalreserve"
"847","thedominicashow","Lady Gaga making up for being on lockdown with this performance! Go America, indeed!
#InaugurationDay #Inauguration2021","Lady Gaga making up for being on lockdown with this performance! Go America, indeed!
#InaugurationDay #Inauguration2021"
"848","RumorFlies","@drsimonegold , lead doctor in the infamous 'America's Frontline Doctors' Breitbart video on HCQ and masks, got herself a personal lockdown! HOLY SHIT this is what a schadenfreude high feels like! https://t.co/tBOqwfjZPn","@drsimonegold , lead doctor in the infamous 'America's Frontline Doctors' Breitbart video on HCQ and masks, got herself a personal lockdown! HOLY SHIT this is what a schadenfreude high feels like! "
"849","opeolumekun","America has this PR game on lockdown.... #InaugurationDay","America has this PR game on lockdown.... #InaugurationDay"
"850","KayEatsMonsters","put America on a strict lockdown now. I don’t wanna work and I’m tired of putting my health on the line for rude people who doesn’t care about me and yell at me that the virus is a hoax. https://t.co/pVDJ6eiOTl","put America on a strict lockdown now. I don’t wanna work and I’m tired of putting my health on the line for rude people who doesn’t care about me and yell at me that the virus is a hoax. "
"851","NQDWorld","Listen yeah, shout outs to America and all my US friends with Biden and whatever it means for “freedom” and that... but this lockdown I’ve really relied on TV to get me through and I’m fuming that I can’t watch Tipping Point or The Chase cause of this inauguration. Livid.","Listen yeah, shout outs to America and all my US friends with Biden and whatever it means for “freedom” and that... but this lockdown I’ve really relied on TV to get me through and I’m fuming that I can’t watch Tipping Point or The Chase cause of this inauguration. Livid."
"852","afenukan","Taxes - Higher
Caravans - Welcome
Businesses - Closed
Lockdown - Enhanced
Keystone pipeline - Cancelled

This is Biden's America and it is coning soon.. Welcome!","Taxes - Higher
Caravans - Welcome
Businesses - Closed
Lockdown - Enhanced
Keystone pipeline - Cancelled

This is Biden's America and it is coning soon.. Welcome!"
"853","WayneGuy15","@GregMannarino Of course Netflix leads the nasdaq lol.. America going into lockdown for the next 4 years under peado joe.","@GregMannarino Of course Netflix leads the nasdaq lol.. America going into lockdown for the next 4 years under peado joe."
"854","angeliquemorisa","OK America... You realize now there's no mysterious ""plan"" to trust, yes?

#Biden will likely be putting us on a hard #lockdown in his first hundred days. Go shop. Fill your pantries. In case the masses act a fool again.","OK America... You realize now there's no mysterious ""plan"" to trust, yes?

#Biden will likely be putting us on a hard #lockdown in his first hundred days. Go shop. Fill your pantries. In case the masses act a fool again."
"855","wanderer_bolton","@CBSNews @NorahODonnell Watching the capital city of America, ""The Land of The Free"" under military lockdown.

Strange times. Sad times.

Never thought I would see anything like it happen.

The first task of the old and new President must be to put United back into the States on America!

<U+0001F1F1><U+0001F1F7> <U+0001F64F> <U+0001F1EC><U+0001F1E7>","@CBSNews @NorahODonnell Watching the capital city of America, ""The Land of The Free"" under military lockdown.

Strange times. Sad times.

Never thought I would see anything like it happen.

The first task of the old and new President must be to put United back into the States on America!

<U+0001F1F1><U+0001F1F7> <U+0001F64F> <U+0001F1EC><U+0001F1E7>"
"856","sunfIowerrtae","can biden do an actual lockdown on america when he becomes president because we literally can’t stay at this rate for covid like it’s so bad","can biden do an actual lockdown on america when he becomes president because we literally can’t stay at this rate for covid like it’s so bad"
"857","abraham_zere","2. “Being stateless in America” https://t.co/aOBAYpHKK0
3. “Why I neither want to stay nor return” https://t.co/aGa3MqvfS0
4. “This is what it is like to travel as a stateless person” https://t.co/lLnEfcSYgZ 
5. “Speech patters” https://t.co/B3CSoe3Ler
(2)","2. “Being stateless in America” 
3. “Why I neither want to stay nor return” 
4. “This is what it is like to travel as a stateless person”  
5. “Speech patters” 
(2)"
"858","infopatriotwar4","China is the new world orders money power machine....they jumped ship from America a long time ago....America’s billionaires made TONS during this lockdown as the world suffered but China had the greatest economic output this year besides any country.....it’s very obvious","China is the new world orders money power machine....they jumped ship from America a long time ago....America’s billionaires made TONS during this lockdown as the world suffered but China had the greatest economic output this year besides any country.....it’s very obvious"
"859","JoaneDoe2","@magic949 In a world where everything is closed in Lockdown, America's love for football is so strong that they'd probably riot if Super Bowl Sunday was closed.","@magic949 In a world where everything is closed in Lockdown, America's love for football is so strong that they'd probably riot if Super Bowl Sunday was closed."
"860","Olu_DJS","@BloodmoneyPerez @ruh_william @RepMarieNewman America after lockdown was like 08 recession. It took President Obama a few years to get that stabilized, President Trump had less than a year","@BloodmoneyPerez @ruh_william @RepMarieNewman America after lockdown was like 08 recession. It took President Obama a few years to get that stabilized, President Trump had less than a year"
"861","WayneBHay","Day # 26 of original ""lockdown"" &amp; day # 7 of ""stay at home order"" in Ontario.

I CAN SEE CLEARLY NOW
THE S**T STAIN IS GONE!!

Happy inauguration day America!
 <U+0001F1E8><U+0001F1E6> <U+2764> <U+0001F1FA><U+0001F1F8> 
#BidenHarrisInauguration

Also;
#Stayhome
When you can..
#WearAMask
If you must go out..","Day # 26 of original ""lockdown"" &amp; day # 7 of ""stay at home order"" in Ontario.

I CAN SEE CLEARLY NOW
THE S**T STAIN IS GONE!!

Happy inauguration day America!
 <U+0001F1E8><U+0001F1E6> <U+2764> <U+0001F1FA><U+0001F1F8> 
#BidenHarrisInauguration

Also;
#Stayhome
When you can..
#WearAMask
If you must go out.."
"862","Lins_Tomlinson","Thank you America for giving me a lockdown birthday party ! Makes up for 20th January 4 years ago... https://t.co/vlypp52UFr","Thank you America for giving me a lockdown birthday party ! Makes up for 20th January 4 years ago... "
"863","ClassicFM","Our Partner in Music Education @ABRSM is running a fun lockdown competition. #abrsmcompetition 

<U+0001F3B6> Listen to Dvorák’s ‘Largo’ from ‘New World’ Symphony

<U+270D><U+FE0F> Draw a picture of what Dvorák may have seen arriving in America

Find out more and enter here <U+0001F447> 

https://t.co/rIw36N2VT0","Our Partner in Music Education @ABRSM is running a fun lockdown competition. #abrsmcompetition 

<U+0001F3B6> Listen to Dvorák’s ‘Largo’ from ‘New World’ Symphony

<U+270D><U+FE0F> Draw a picture of what Dvorák may have seen arriving in America

Find out more and enter here <U+0001F447> 

"
"864","phelade7","@IdorenyinEtuk5 @kennyeki @realFFK It doesn’t take a long time to ask google for help when you need one. 1st to lockdown? When his neighbor in Canada and other in Europe did it at a time he’s saying chloroquine is the ultimate cure. He leaves as the worst president America ever had. It’s good riddance to a bigot","@IdorenyinEtuk5 @kennyeki @realFFK It doesn’t take a long time to ask google for help when you need one. 1st to lockdown? When his neighbor in Canada and other in Europe did it at a time he’s saying chloroquine is the ultimate cure. He leaves as the worst president America ever had. It’s good riddance to a bigot"
"865","ColossusDrip","@crabbysnappy @87__Cloud @FeffermanLevi @CP2077Community Also a pandemic like this isn't easy to stop in America, these deaths were likely to happen under any president bc American's don't care lol even during the lockdown their out doing whatever","@crabbysnappy @87__Cloud @FeffermanLevi @CP2077Community Also a pandemic like this isn't easy to stop in America, these deaths were likely to happen under any president bc American's don't care lol even during the lockdown their out doing whatever"
